0,1,2,3,4
0.0,1.0,0.153846153846,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,1.0,0
0.0909090909091,1.0,0.0454545454545,0.0,0
0.142857142857,0.0,0.142857142857,0.0,1
0.0,0.0,0.0,0.0,0
0.0769230769231,0.0,0.0,0.0,0
0.0,0.0,0.25,0.0,0
0.0,0.0,0.0,1.0,0
0.0,1.0,0.0,1.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,0
0.05,0.0,0.0,0.0,3
0.0416666666667,0.0,0.0,0.0,1
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.142857142857,0.0,1
0.0,0.0,0.0714285714286,0.0,1
0.0526315789474,1.0,0.0,0.0,0
0.3,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0
0.0,0.0,0.142857142857,0.0,1
0.0588235294118,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,0
0.0,1.0,0.0526315789474,0.0,3
4.4,1.0,0.0,0.0,0
0.4,1.0,0.2,0.0,4
0.0769230769231,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
0.125,0.0,0.0,0.0,1
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0909090909091,1.0,3
0.111111111111,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.130434782609,1.0,3
0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.125,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.142857142857,0.0,0
0.0,0.0,0.166666666667,0.0,0
0.1,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1
0.0769230769231,0.0,0.0769230769231,1.0,0
0.0,0.0,0.0,0.0,0
0.0666666666667,0.0,0.0,0.0,1
0.0,0.0,0.235294117647,1.0,0
0.0,0.0,0.0,0.0,1
0.0,1.0,0.0,0.0,1
0.0,0.0,0.222222222222,0.0,0
0.0,0.0,0.0,0.0,0
0.111111111111,0.0,0.0,0.0,1
0.0,0.0,0.142857142857,0.0,0
0.0,0.0,0.0,0.0,0
0.0769230769231,0.0,0.0,1.0,1
0.111111111111,0.0,0.0,0.0,1
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0588235294118,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.166666666667,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0588235294118,0.0,2
0.0,0.0,0.0,0.0,1
0.0,0.0,0.142857142857,0.0,0
0.0,0.0,0.0,0.0,0
0.142857142857,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,3
0.0,1.0,0.0,1.0,0
0.0,0.0,0.2,1.0,0
0.0,0.0,0.05,1.0,3
0.0666666666667,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,1.0,1
0.0,1.0,0.0,0.0,2
0.111111111111,0.0,0.0,0.0,0
0.0,0.0,0.166666666667,0.0,0
0.0,1.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,2
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0666666666667,0.0,1
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.125,0.0,1
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1
0.1,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0714285714286,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,1.0,0
0.047619047619,1.0,0.142857142857,0.0,0
0.0,0.0,0.0,0.0,2
0.176470588235,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
0.0909090909091,0.0,0.0909090909091,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,0
0.25,0.0,0.0,1.0,0
0.0909090909091,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
0.0588235294118,0.0,0.0,0.0,2
0.0833333333333,0.0,0.0833333333333,0.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0714285714286,0.0,1
0.0,1.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1
0.0833333333333,0.0,0.0416666666667,1.0,2
0.0909090909091,0.0,0.0,0.0,1
0.125,0.0,0.125,0.0,1
0.153846153846,0.0,0.0,1.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
4.0,0.0,0.0,0.0,1
1.16666666667,1.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.153846153846,1.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.037037037037,0.0,0
0.0,1.0,0.0,1.0,0
0.0,1.0,0.0833333333333,0.0,0
0.0,0.0,0.0,1.0,1
0.0526315789474,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0833333333333,0.0,0.0833333333333,1.0,1
0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,0
0.666666666667,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,0
0.0833333333333,1.0,0.0833333333333,0.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,2
0.0,0.0,0.103448275862,0.0,0
0.0,0.0,0.0,0.0,0
0.333333333333,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,2
0.181818181818,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.0,0
0.0,0.0,0.25,0.0,0
0.0,1.0,0.0,0.0,0
0.333333333333,0.0,0.0,0.0,0
0.0,1.0,0.05,1.0,3
0.1,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,1
0.0,1.0,0.0,0.0,1
0.0,1.0,0.0,1.0,0
0.0,0.0,0.333333333333,0.0,1
0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,1.0,1
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,1
0.0,1.0,0.0,0.0,0
0.0,0.0,0.142857142857,1.0,0
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.105263157895,0.0,1
0.0,0.0,0.0,0.0,0
0.0,1.0,0.153846153846,0.0,2
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,1
0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.2,0.0,0
0.5,0.0,0.0,0.0,0
0.03125,0.0,0.0,0.0,1
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.05,0.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.105263157895,0.0,1
0.0,1.0,0.0,1.0,2
0.0,0.0,0.1,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0833333333333,0.0,0
0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0714285714286,0.0,0
0.0,1.0,0.0,0.0,0
0.0,0.0,0.1,0.0,1
0.153846153846,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,1.0,2
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0625,1.0,2
0.2,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0769230769231,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0384615384615,0.0,1
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0714285714286,1.0,0
0.25,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0555555555556,0.0,0
0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.133333333333,0.0,1
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,1.0,0
0.0,0.0,0.2,0.0,0
0.0,0.0,0.1,1.0,3
0.0,0.0,0.0,0.0,0
0.142857142857,0.0,0.0,0.0,0
0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,0
0.0909090909091,0.0,0.0,0.0,0
0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0769230769231,0.0,0
0.0,0.0,0.0,1.0,1
0.333333333333,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0833333333333,0.0,0
0.0,1.0,0.0,0.0,0
0.0666666666667,1.0,0.133333333333,0.0,2
0.0,0.0,0.0,0.0,0
0.166666666667,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,2
0.0,0.0,0.222222222222,1.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.142857142857,0.0,0
0.333333333333,0.0,0.0,0.0,0
0.0,0.0,0.0555555555556,1.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,1.0,1
0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,1.0,0
0.0,0.0,0.111111111111,1.0,0
0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,2
0.6,1.0,0.0,0.0,0
0.285714285714,0.0,0.0,0.0,1
0.0,0.0,0.0,1.0,2
0.166666666667,0.0,0.0,1.0,1
0.0,0.0,0.0,1.0,0
0.0,1.0,0.0,0.0,0
0.0833333333333,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,1
0.111111111111,0.0,0.0,0.0,0
0.363636363636,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,1
0.0,1.0,0.0,0.0,0
0.0,0.0,0.3,1.0,1
0.230769230769,0.0,0.0,0.0,0
0.25,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.05,1.0,1
0.0,0.0,0.142857142857,0.0,0
0.0,0.0,0.0,0.0,1
0.285714285714,0.0,0.428571428571,1.0,0
0.0,0.0,0.0,0.0,2
0.0,0.0,0.25,0.0,0
0.0,0.0,0.037037037037,1.0,2
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0769230769231,0.0,1
4.32,0.0,0.0,0.0,1
0.0,0.0,0.458333333333,0.0,2
0.142857142857,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.166666666667,1.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,1
0.0,1.0,0.0,0.0,1
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.125,0.0,1
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,1.0,1
0.0909090909091,0.0,0.0,0.0,3
0.111111111111,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0
0.0,0.0,0.166666666667,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0555555555556,0.0,0.0555555555556,1.0,2
0.0,0.0,0.5,0.0,2
0.0,1.0,0.2,0.0,0
0.0,0.0,0.0,0.0,0
0.125,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.5,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,2
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.0,0
0.0,1.0,0.0,0.0,1
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,1.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.133333333333,0.0,2
0.0,0.0,0.105263157895,0.0,3
0.04,0.0,0.08,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.166666666667,0.0,0.0,1.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,1.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0434782608696,0.0,0.130434782609,0.0,2
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,0
0.0,1.0,0.0,1.0,1
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.142857142857,1.0,0
0.0,0.0,0.5,1.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0833333333333,0.0,2
0.0,0.0,0.0,0.0,1
0.0909090909091,0.0,0.0,0.0,0
0.0,1.0,0.0,0.0,0
0.0555555555556,0.0,0.0,0.0,0
0.0,0.0,0.181818181818,0.0,1
0.0909090909091,0.0,0.181818181818,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,2
0.0,0.0,0.0714285714286,0.0,0
0.0,0.0,0.153846153846,0.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,1.0,0
0.0909090909091,0.0,0.0,0.0,3
0.0,0.0,0.047619047619,1.0,2
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,1.0,0
0.294117647059,0.0,0.235294117647,0.0,3
0.0,0.0,0.0625,0.0,0
0.0,0.0,0.4,1.0,0
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,1
0.0,0.0,0.142857142857,0.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0909090909091,0.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
0.222222222222,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,1
0.0,1.0,0.0,0.0,0
0.0,1.0,0.0,0.0,0
0.0,0.0,0.428571428571,0.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,1
0.25,1.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0666666666667,0.0,0.0,0.0,1
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0434782608696,1.0,1
0.0,0.0,0.333333333333,0.0,0
0.0,0.0,0.2,0.0,1
0.0526315789474,0.0,0.0,0.0,0
0.142857142857,0.0,0.285714285714,0.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.0,0
0.0,0.0,0.260869565217,1.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.6,0.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.0,0
0.0714285714286,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,1.0,0.0769230769231,1.0,2
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,1.0,1
0.333333333333,0.0,0.0,0.0,0
0.0,0.0,0.2,1.0,0
0.0,0.0,0.0,1.0,2
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,1.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0769230769231,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.111111111111,0.0,0.0,1.0,0
0.142857142857,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,1
0.0,0.0,1.33333333333,1.0,0
0.0,0.0,0.047619047619,1.0,1
0.0,0.0,0.111111111111,1.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.222222222222,0.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,1.0,0
0.0714285714286,0.0,0.0,0.0,2
0.0,0.0,0.285714285714,1.0,0
0.037037037037,0.0,0.0740740740741,1.0,5
0.0434782608696,1.0,0.0,0.0,1
0.0,0.0,0.0526315789474,0.0,1
0.0,1.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,1.0,2
0.555555555556,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,1.0,0
0.04,0.0,0.24,0.0,2
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.222222222222,0.0,0.222222222222,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,1
0.2,0.0,0.0,0.0,0
0.0,0.0,0.0909090909091,1.0,2
0.0,0.0,0.222222222222,0.0,1
0.0,1.0,0.0625,0.0,0
0.0,0.0,0.1,0.0,1
0.4,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0666666666667,0.0,0.0666666666667,1.0,0
0.0,0.0,0.25,1.0,7
